ticker,name,sector,industry,cik,index_member,sic_code,sic_desc
MMM,3M,Industrials,Industrial Conglomerates,66740,SP500,3841,Surgical & Medical Instruments & Apparatus
AOS,A. O. Smith,Industrials,Building Products,91142,SP500,3630,Household Appliances
ABT,Abbott Laboratories,Health Care,Health Care Equipment,1800,SP500,2834,Pharmaceutical Preparations
ABBV,AbbVie,Health Care,Biotechnology,1551152,SP500,2834,Pharmaceutical Preparations
ACN,Accenture,Information Technology,IT Consulting & Other Services,1467373,SP500,7389,"Services-Business Services, NEC"
ADBE,Adobe Inc.,Information Technology,Application Software,796343,SP500,7372,Services-Prepackaged Software
AMD,Advanced Micro Devices,Information Technology,Semiconductors,2488,SP500,3674,Semiconductors & Related Devices
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,874761,SP500,4991,Cogeneration Services & Small Power Producers
AFL,Aflac,Financials,Life & Health Insurance,4977,SP500,6321,Accident & Health Insurance
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,1090872,SP500,3826,Laboratory Analytical Instruments
APD,Air Products,Materials,Industrial Gases,2969,SP500,2810,Industrial Inorganic Chemicals
ABNB,Airbnb,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1559720,SP500,7340,Services-To Dwellings & Other Buildings
AKAM,Akamai Technologies,Information Technology,Internet Services & Infrastructure,1086222,SP500,7389,"Services-Business Services, NEC"
ALB,Albemarle Corporation,Materials,Specialty Chemicals,915913,SP500,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers"
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,1035443,SP500,6798,Real Estate Investment Trusts
ALGN,Align Technology,Health Care,Health Care Supplies,1097149,SP500,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
ALLE,Allegion,Industrials,Building Products,1579241,SP500,7381,"Services-Detective, Guard & Armored Car Services"
LNT,Alliant Energy,Utilities,Electric Utilities,352541,SP500,4931,Electric & Other Services Combined
ALL,Allstate,Financials,Property & Casualty Insurance,899051,SP500,6331,"Fire, Marine & Casualty Insurance"
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,1652044,SP500,7370,"Services-Computer Programming, Data Processing, Etc."
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,1652044,SP500,7370,"Services-Computer Programming, Data Processing, Etc."
MO,Altria,Consumer Staples,Tobacco,764180,SP500,2111,Cigarettes
AMZN,Amazon,Consumer Discretionary,Broadline Retail,1018724,SP500,5961,Retail-Catalog & Mail-Order Houses
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,1748790,SP500,3990,Miscellaneous Manufacturing Industries
AEE,Ameren,Utilities,Multi-Utilities,1002910,SP500,4931,Electric & Other Services Combined
AEP,American Electric Power,Utilities,Electric Utilities,4904,SP500,4911,Electric Services
AXP,American Express,Financials,Consumer Finance,4962,SP500,6199,Finance Services
AIG,American International Group,Financials,Multi-line Insurance,5272,SP500,6331,"Fire, Marine & Casualty Insurance"
AMT,American Tower,Real Estate,Telecom Tower REITs,1053507,SP500,6798,Real Estate Investment Trusts
AWK,American Water Works,Utilities,Water Utilities,1410636,SP500,4941,Water Supply
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,820027,SP500,6282,Investment Advice
AME,Ametek,Industrials,Electrical Components & Equipment,1037868,SP500,3823,"Industrial Instruments For Measurement, Display, and Control"
AMGN,Amgen,Health Care,Biotechnology,318154,SP500,2836,"Biological Products, (No Diagnostic Substances)"
APH,Amphenol,Information Technology,Electronic Components,820313,SP500,3678,Electronic Connectors
ADI,Analog Devices,Information Technology,Semiconductors,6281,SP500,3674,Semiconductors & Related Devices
AON,Aon plc,Financials,Insurance Brokers,315293,SP500,6411,"Insurance Agents, Brokers & Service"
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,1841666,SP500,1311,Crude Petroleum & Natural Gas
APO,Apollo Global Management,Financials,Asset Management & Custody Banks,1858681,SP500,6282,Investment Advice
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",320193,SP500,3571,Electronic Computers
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,6951,SP500,3674,Semiconductors & Related Devices
APP,AppLovin,Information Technology,Application Software,1751008,SP500,7370,"Services-Computer Programming, Data Processing, Etc."
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,1521332,SP500,3714,Motor Vehicle Parts & Accessories
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,947484,SP500,6331,"Fire, Marine & Casualty Insurance"
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,7084,SP500,2070,Fats & Oils
ARES,Ares Management,Financials,Asset Management & Custody Banks,1176948,SP500,6282,Investment Advice
ANET,Arista Networks,Information Technology,Communications Equipment,1596532,SP500,3576,Computer Communications Equipment
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,354190,SP500,6411,"Insurance Agents, Brokers & Service"
AIZ,Assurant,Financials,Multi-line Insurance,1267238,SP500,6399,"Insurance Carriers, NEC"
T,AT&T,Communication Services,Integrated Telecommunication Services,732717,SP500,4813,Telephone Communications (No Radiotelephone)
ATO,Atmos Energy,Utilities,Gas Utilities,731802,SP500,4924,Natural Gas Distribution
ADSK,Autodesk,Information Technology,Application Software,769397,SP500,7372,Services-Prepackaged Software
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,8670,SP500,7374,Services-Computer Processing & Data Preparation
AZO,AutoZone,Consumer Discretionary,Automotive Retail,866787,SP500,5531,Retail-Auto & Home Supply Stores
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,915912,SP500,6798,Real Estate Investment Trusts
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,8818,SP500,2670,Converted Paper & Paperboard Prods (No Contaners/Boxes)
AXON,Axon Enterprise,Industrials,Aerospace & Defense,1069183,SP500,3480,"Ordnance & Accessories, (No Vehicles/Guided Missiles)"
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,1701605,SP500,3533,Oil & Gas Field Machinery & Equipment
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",9389,SP500,3411,Metal Cans
BAC,Bank of America,Financials,Diversified Banks,70858,SP500,6021,National Commercial Banks
BAX,Baxter International,Health Care,Health Care Equipment,10456,SP500,3841,Surgical & Medical Instruments & Apparatus
BDX,Becton Dickinson,Health Care,Health Care Equipment,10795,SP500,3841,Surgical & Medical Instruments & Apparatus
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,1067983,SP500,6331,"Fire, Marine & Casualty Insurance"
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,764478,SP500,5731,"Retail-Radio, Tv & Consumer Electronics Stores"
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,842023,SP500,2836,"Biological Products, (No Diagnostic Substances)"
BIIB,Biogen,Health Care,Biotechnology,875045,SP500,2836,"Biological Products, (No Diagnostic Substances)"
BLK,BlackRock,Financials,Asset Management & Custody Banks,2012383,SP500,6211,"Security Brokers, Dealers & Flotation Companies"
BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,1393818,SP500,6282,Investment Advice
XYZ,"Block, Inc.",Financials,Transaction & Payment Processing Services,1512673,SP500,7372,Services-Prepackaged Software
BK,BNY Mellon,Financials,Asset Management & Custody Banks,1390777,SP500,6022,State Commercial Banks
BA,Boeing,Industrials,Aerospace & Defense,12927,SP500,3721,Aircraft
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1075531,SP500,4700,Transportation Services
BSX,Boston Scientific,Health Care,Health Care Equipment,885725,SP500,3841,Surgical & Medical Instruments & Apparatus
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,14272,SP500,2834,Pharmaceutical Preparations
AVGO,Broadcom,Information Technology,Semiconductors,1730168,SP500,3674,Semiconductors & Related Devices
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,1383312,SP500,7389,"Services-Business Services, NEC"
BRO,Brown & Brown,Financials,Insurance Brokers,79282,SP500,6411,"Insurance Agents, Brokers & Service"
BF.B,Brown–Forman,Consumer Staples,Distillers & Vintners,14693,SP500,2080,Beverages
BLDR,Builders FirstSource,Industrials,Building Products,1316835,SP500,5211,Retail-Lumber & Other Building Materials Dealers
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,1996862,SP500,2070,Fats & Oils
BXP,"BXP, Inc.",Real Estate,Office REITs,1037540,SP500,6798,Real Estate Investment Trusts
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,1043277,SP500,4731,Arrangement of  Transportation of  Freight & Cargo
CDNS,Cadence Design Systems,Information Technology,Application Software,813672,SP500,7372,Services-Prepackaged Software
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,906345,SP500,6798,Real Estate Investment Trusts
CPB,Campbell's Company (The),Consumer Staples,Packaged Foods & Meats,16732,SP500,2000,Food and Kindred Products
COF,Capital One,Financials,Consumer Finance,927628,SP500,6021,National Commercial Banks
CAH,Cardinal Health,Health Care,Health Care Distributors,721371,SP500,5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries"
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",815097,SP500,4400,Water Transportation
CARR,Carrier Global,Industrials,Building Products,1783180,SP500,3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip
CVNA,Carvana,Consumer Discretionary,Automotive Retail,1690820,SP500,5500,Retail-Auto Dealers & Gasoline Stations
CASY,Casey's,Consumer Staples,Food Retail,726958,SP500,5500,Retail-Auto Dealers & Gasoline Stations
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,18230,SP500,3531,Construction Machinery & Equip
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,1374310,SP500,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services"
CBRE,CBRE Group,Real Estate,Real Estate Services,1138118,SP500,6500,Real Estate
CDW,CDW Corporation,Information Technology,Technology Distributors,1402057,SP500,5961,Retail-Catalog & Mail-Order Houses
COR,Cencora,Health Care,Health Care Distributors,1140859,SP500,5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries"
CNC,Centene Corporation,Health Care,Managed Health Care,1071739,SP500,6324,Hospital & Medical Service Plans
CNP,CenterPoint Energy,Utilities,Multi-Utilities,1130310,SP500,4911,Electric Services
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,1324404,SP500,2870,Agricultural Chemicals
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,1100682,SP500,8731,Services-Commercial Physical & Biological Research
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,316709,SP500,6211,"Security Brokers, Dealers & Flotation Companies"
CHTR,Charter Communications,Communication Services,Cable & Satellite,1091667,SP500,4841,Cable & Other Pay Television Services
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,93410,SP500,2911,Petroleum Refining
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,1058090,SP500,5812,Retail-Eating  Places
CB,Chubb Limited,Financials,Property & Casualty Insurance,896159,SP500,6331,"Fire, Marine & Casualty Insurance"
CHD,Church & Dwight,Consumer Staples,Household Products,313927,SP500,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics"
CIEN,Ciena,Information Technology,Communications Equipment,936395,SP500,3661,Telephone & Telegraph Apparatus
CI,Cigna,Health Care,Health Care Services,1739940,SP500,6324,Hospital & Medical Service Plans
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,20286,SP500,6331,"Fire, Marine & Casualty Insurance"
CTAS,Cintas,Industrials,Diversified Support Services,723254,SP500,2320,"Men's & Boys' Furnishgs, Work Clothg, & Allied Garments"
CSCO,Cisco,Information Technology,Communications Equipment,858877,SP500,3576,Computer Communications Equipment
C,Citigroup,Financials,Diversified Banks,831001,SP500,6021,National Commercial Banks
CFG,Citizens Financial Group,Financials,Regional Banks,759944,SP500,6022,State Commercial Banks
CLX,Clorox,Consumer Staples,Household Products,21076,SP500,2842,"Specialty Cleaning, Polishing and Sanitation Preparations"
CME,CME Group,Financials,Financial Exchanges & Data,1156375,SP500,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services"
CMS,CMS Energy,Utilities,Multi-Utilities,811156,SP500,4931,Electric & Other Services Combined
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,21344,SP500,2080,Beverages
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,1058290,SP500,7371,Services-Computer Programming Services
COHR,Coherent Corp.,Information Technology,Electronic Components,820318,SP500,3827,Optical Instruments & Lenses
COIN,Coinbase,Financials,Financial Exchanges & Data,1679788,SP500,6199,Finance Services
CL,Colgate-Palmolive,Consumer Staples,Household Products,21665,SP500,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
CMCSA,Comcast,Communication Services,Cable & Satellite,1166691,SP500,4841,Cable & Other Pay Television Services
FIX,Comfort Systems USA,Industrials,Construction & Engineering,1035983,SP500,1731,Electrical Work
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,23217,SP500,2000,Food and Kindred Products
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,1163165,SP500,2911,Petroleum Refining
ED,Consolidated Edison,Utilities,Multi-Utilities,1047862,SP500,4931,Electric & Other Services Combined
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,16918,SP500,2080,Beverages
CEG,Constellation Energy,Utilities,Electric Utilities,1868275,SP500,4911,Electric Services
COO,Cooper Companies (The),Health Care,Health Care Supplies,711404,SP500,3851,Ophthalmic Goods
CPRT,Copart,Industrials,Diversified Support Services,900075,SP500,5500,Retail-Auto Dealers & Gasoline Stations
GLW,Corning Inc.,Information Technology,Electronic Components,24741,SP500,3357,Drawing & Insulating of  Nonferrous Wire
CPAY,Corpay,Financials,Transaction & Payment Processing Services,1175454,SP500,7389,"Services-Business Services, NEC"
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,1755672,SP500,0100,Agricultural Production-Crops
CSGP,CoStar Group,Real Estate,Real Estate Services,1057352,SP500,7389,"Services-Business Services, NEC"
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,909832,SP500,5331,Retail-Variety Stores
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,858470,SP500,1311,Crude Petroleum & Natural Gas
CRH,CRH plc,Materials,Construction Materials,849395,SP500,3241,"Cement, Hydraulic"
CRWD,CrowdStrike,Information Technology,Systems Software,1535527,SP500,7372,Services-Prepackaged Software
CCI,Crown Castle,Real Estate,Telecom Tower REITs,1051470,SP500,6798,Real Estate Investment Trusts
CSX,CSX Corporation,Industrials,Rail Transportation,277948,SP500,4011,"Railroads, Line-Haul Operating"
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,26172,SP500,3510,Engines & Turbines
CVS,CVS Health,Health Care,Health Care Services,64803,SP500,5912,Retail-Drug Stores and Proprietary Stores
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,313616,SP500,3823,"Industrial Instruments For Measurement, Display, and Control"
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,940944,SP500,5812,Retail-Eating  Places
DDOG,Datadog,Information Technology,Application Software,1561550,SP500,7372,Services-Prepackaged Software
DVA,DaVita,Health Care,Health Care Services,927066,SP500,8090,"Services-Misc Health & Allied Services, NEC"
DECK,Deckers Brands,Consumer Discretionary,Footwear,910521,SP500,3021,Rubber & Plastics Footwear
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,315189,SP500,3523,Farm Machinery & Equipment
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",1571996,SP500,3571,Electronic Computers
DAL,Delta Air Lines,Industrials,Passenger Airlines,27904,SP500,4512,"Air Transportation, Scheduled"
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,1090012,SP500,1311,Crude Petroleum & Natural Gas
DXCM,Dexcom,Health Care,Health Care Equipment,1093557,SP500,3841,Surgical & Medical Instruments & Apparatus
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,1539838,SP500,1311,Crude Petroleum & Natural Gas
DLR,Digital Realty,Real Estate,Data Center REITs,1297996,SP500,6798,Real Estate Investment Trusts
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,29534,SP500,5331,Retail-Variety Stores
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,935703,SP500,5331,Retail-Variety Stores
D,Dominion Energy,Utilities,Multi-Utilities,715957,SP500,4911,Electric Services
DPZ,Domino's,Consumer Discretionary,Restaurants,1286681,SP500,5140,Wholesale-Groceries & Related Products
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,1792789,SP500,7389,"Services-Business Services, NEC"
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,29905,SP500,,
DOW,Dow Inc.,Materials,Commodity Chemicals,1751788,SP500,,
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,882184,SP500,,
DTE,DTE Energy,Utilities,Multi-Utilities,936340,SP500,,
DUK,Duke Energy,Utilities,Electric Utilities,1326160,SP500,,
DD,DuPont,Materials,Specialty Chemicals,1666700,SP500,,
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,1551182,SP500,,
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,1065088,SP500,,
SATS,EchoStar,Communication Services,Wireless Telecommunication Services,1415404,SP500,,
ECL,Ecolab,Materials,Specialty Chemicals,31462,SP500,,
EIX,Edison International,Utilities,Electric Utilities,827052,SP500,,
EW,Edwards Lifesciences,Health Care,Health Care Equipment,1099800,SP500,,
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,712515,SP500,,
ELV,Elevance Health,Health Care,Managed Health Care,1156039,SP500,,
EME,Emcor,Industrials,Construction & Engineering,105634,SP500,,
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,32604,SP500,,
ETR,Entergy,Utilities,Electric Utilities,65984,SP500,,
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,821189,SP500,,
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,1352010,SP500,,
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,33213,SP500,,
EFX,Equifax,Industrials,Research & Consulting Services,33185,SP500,,
EQIX,Equinix,Real Estate,Data Center REITs,1101239,SP500,,
EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,906107,SP500,,
ERIE,Erie Indemnity,Financials,Insurance Brokers,922621,SP500,,
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,920522,SP500,,
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,1001250,SP500,,
EG,Everest Group,Financials,Reinsurance,1095073,SP500,,
EVRG,Evergy,Utilities,Electric Utilities,1711269,SP500,,
ES,Eversource Energy,Utilities,Electric Utilities,72741,SP500,,
EXC,Exelon,Utilities,Electric Utilities,1109357,SP500,,
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,895126,SP500,,
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1324424,SP500,,
EXPD,Expeditors International,Industrials,Air Freight & Logistics,746515,SP500,,
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,1289490,SP500,,
XOM,ExxonMobil,Energy,Integrated Oil & Gas,34088,SP500,,
FFIV,"F5, Inc.",Information Technology,Communications Equipment,1048695,SP500,,
FDS,FactSet,Financials,Financial Exchanges & Data,1013237,SP500,,
FICO,Fair Isaac,Information Technology,Application Software,814547,SP500,,
FAST,Fastenal,Industrials,Trading Companies & Distributors,815556,SP500,,
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,34903,SP500,,
FDX,FedEx,Industrials,Air Freight & Logistics,1048911,SP500,,
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,1136893,SP500,,
FITB,Fifth Third Bancorp,Financials,Regional Banks,35527,SP500,,
FSLR,First Solar,Information Technology,Semiconductors,1274494,SP500,,
FE,FirstEnergy,Utilities,Electric Utilities,1031296,SP500,,
FISV,Fiserv,Financials,Transaction & Payment Processing Services,798354,SP500,,
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,37996,SP500,3711,Motor Vehicles & Passenger Car Bodies
FTNT,Fortinet,Information Technology,Systems Software,1262039,SP500,3577,"Computer Peripheral Equipment, NEC"
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,1659166,SP500,3823,"Industrial Instruments For Measurement, Display, and Control"
FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,1754301,SP500,4833,Television Broadcasting Stations
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,1754301,SP500,4833,Television Broadcasting Stations
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,38777,SP500,6282,Investment Advice
FCX,Freeport-McMoRan,Materials,Copper,831259,SP500,1000,Metal Mining
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,1121788,SP500,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys"
IT,Gartner,Information Technology,IT Consulting & Other Services,749251,SP500,8741,Services-Management Services
GE,GE Aerospace,Industrials,Aerospace & Defense,40545,SP500,3600,Electronic & Other Electrical Equipment (No Computer Equip)
GEHC,GE HealthCare,Health Care,Health Care Equipment,1932393,SP500,3844,X-Ray Apparatus & Tubes & Related Irradiation Apparatus
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,1996810,SP500,3600,Electronic & Other Electrical Equipment (No Computer Equip)
GEN,Gen Digital,Information Technology,Systems Software,849399,SP500,7372,Services-Prepackaged Software
GNRC,Generac,Industrials,Electrical Components & Equipment,1474735,SP500,3621,Motors & Generators
GD,General Dynamics,Industrials,Aerospace & Defense,40533,SP500,3730,Ship & Boat Building & Repairing
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,40704,SP500,2040,Grain Mill Products
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,1467858,SP500,3711,Motor Vehicles & Passenger Car Bodies
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,40987,SP500,5013,Wholesale-Motor Vehicle Supplies & New Parts
GILD,Gilead Sciences,Health Care,Biotechnology,882095,SP500,2836,"Biological Products, (No Diagnostic Substances)"
GPN,Global Payments,Financials,Transaction & Payment Processing Services,1123360,SP500,7389,"Services-Business Services, NEC"
GL,Globe Life,Financials,Life & Health Insurance,320335,SP500,6311,Life Insurance
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,1609711,SP500,7373,Services-Computer Integrated Systems Design
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,886982,SP500,6211,"Security Brokers, Dealers & Flotation Companies"
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,45012,SP500,1389,"Oil & Gas Field Services, NEC"
HIG,Hartford (The),Financials,Property & Casualty Insurance,874766,SP500,6331,"Fire, Marine & Casualty Insurance"
HAS,Hasbro,Consumer Discretionary,Leisure Products,46080,SP500,3944,"Games, Toys & Children's Vehicles (No Dolls & Bicycles)"
HCA,HCA Healthcare,Health Care,Health Care Facilities,860730,SP500,8062,"Services-General Medical & Surgical Hospitals, NEC"
DOC,Healthpeak Properties,Real Estate,Health Care REITs,765880,SP500,6798,Real Estate Investment Trusts
HSIC,Henry Schein,Health Care,Health Care Distributors,1000228,SP500,5047,"Wholesale-Medical, Dental & Hospital Equipment & Supplies"
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,47111,SP500,2060,Sugar & Confectionery Products
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",1645590,SP500,3570,Computer & office Equipment
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1585689,SP500,7011,Hotels & Motels
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,354950,SP500,5211,Retail-Lumber & Other Building Materials Dealers
HON,Honeywell,Industrials,Industrial Conglomerates,773840,SP500,3724,Aircraft Engines & Engine Parts
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,48465,SP500,2011,Meat Packing Plants
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,1070750,SP500,6798,Real Estate Investment Trusts
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,4281,SP500,3350,Rolling Drawing & Extruding of  Nonferrous Metals
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",47217,SP500,3570,Computer & office Equipment
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,48898,SP500,3670,Electronic Components & Accessories
HUM,Humana,Health Care,Managed Health Care,49071,SP500,6324,Hospital & Medical Service Plans
HBAN,Huntington Bancshares,Financials,Regional Banks,49196,SP500,6021,National Commercial Banks
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,1501585,SP500,3730,Ship & Boat Building & Repairing
IBM,IBM,Information Technology,IT Consulting & Other Services,51143,SP500,3570,Computer & office Equipment
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,832101,SP500,3561,Pumps & Pumping Equipment
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,874716,SP500,2835,In Vitro & In Vivo Diagnostic Substances
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,49826,SP500,3560,General Industrial Machinery & Equipment
INCY,Incyte,Health Care,Biotechnology,879169,SP500,8731,Services-Commercial Physical & Biological Research
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,1699150,SP500,3560,General Industrial Machinery & Equipment
PODD,Insulet Corporation,Health Care,Health Care Equipment,1145197,SP500,3841,Surgical & Medical Instruments & Apparatus
INTC,Intel,Information Technology,Semiconductors,50863,SP500,3674,Semiconductors & Related Devices
IBKR,Interactive Brokers,Financials,Investment Banking & Brokerage,1381197,SP500,6211,"Security Brokers, Dealers & Flotation Companies"
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,1571949,SP500,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services"
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,51253,SP500,2860,Industrial Organic Chemicals
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,51434,SP500,2621,Paper Mills
INTU,Intuit,Information Technology,Application Software,896878,SP500,7372,Services-Prepackaged Software
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,1035267,SP500,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
IVZ,Invesco,Financials,Asset Management & Custody Banks,914208,SP500,6282,Investment Advice
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,1687229,SP500,6510,Real Estate Operators (No Developers) & Lessors
IQV,IQVIA,Health Care,Life Sciences Tools & Services,1478242,SP500,8731,Services-Commercial Physical & Biological Research
IRM,Iron Mountain,Real Estate,Other Specialized REITs,1020569,SP500,6798,Real Estate Investment Trusts
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,728535,SP500,4213,Trucking (No Local)
JBL,Jabil,Information Technology,Electronic Manufacturing Services,898293,SP500,3672,Printed Circuit Boards
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,779152,SP500,7373,Services-Computer Integrated Systems Design
J,Jacobs Solutions,Industrials,Construction & Engineering,52988,SP500,1600,Heavy Construction Other Than Bldg Const - Contractors
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,200406,SP500,2834,Pharmaceutical Preparations
JCI,Johnson Controls,Industrials,Building Products,833444,SP500,3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip
JPM,JPMorgan Chase,Financials,Diversified Banks,19617,SP500,6021,National Commercial Banks
KVUE,Kenvue,Consumer Staples,Personal Care Products,1944048,SP500,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,1418135,SP500,2080,Beverages
