ticker,name,sector,industry,cik,index_member,sic_code,sic_desc
ARW,Arrow Electronics,Information Technology,Technology Distributors,7536,SP400,5065,"Wholesale-Electronic Parts & Equipment, NEC"
ARWR,Arrowhead Pharmaceuticals,Health Care,Biotechnology,879407,SP400,2834,Pharmaceutical Preparations
ASB,Associated Bank,Financials,Regional Banks,7789,SP400,6022,State Commercial Banks
ASH,Ashland Global,Materials,Diversified Chemicals,1674862,SP400,5160,Wholesale-Chemicals & Allied Products
ATI,ATI Inc.,Industrials,Aerospace & Defense,1018963,SP400,3317,Steel Pipe & Tubes
ATR,AptarGroup,Materials,"Metal, Glass & Plastic Containers",896622,SP400,3089,"Plastics Products, NEC"
AVAV,AeroVironment,Industrials,Aerospace & Defense,1368622,SP400,3721,Aircraft
AVNT,Avient,Materials,Specialty Chemicals,1122976,SP400,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers"
AVT,Avnet,Information Technology,Technology Distributors,8858,SP400,5065,"Wholesale-Electronic Parts & Equipment, NEC"
AVTR,Avantor,Health Care,Life Sciences Tools & Services,1722482,SP400,3826,Laboratory Analytical Instruments
AXTA,Axalta,Materials,Specialty Chemicals,1616862,SP400,2851,"Paints, Varnishes, Lacquers, Enamels & Allied Prods"
AYI,Acuity Brands,Industrials,Electrical Components & Equipment,1144215,SP400,3640,Electric Lighting & Wiring Equipment
BAH,Booz Allen Hamilton,Industrials,Research & Consulting Services,1443646,SP400,8742,Services-Management Consulting Services
BBWI,"Bath & Body Works, Inc.",Consumer Discretionary,Other Specialty Retail,701985,SP400,5990,"Retail-Retail Stores, NEC"
BC,Brunswick,Consumer Discretionary,Leisure Products,14930,SP400,3510,Engines & Turbines
BCO,Brink's,Industrials,Security & Alarm Services,78890,SP400,4731,Arrangement of  Transportation of  Freight & Cargo
BDC,Belden Inc.,Information Technology,Electronic Components,913142,SP400,3357,Drawing & Insulating of  Nonferrous Wire
BHF,Brighthouse Financial,Financials,Life & Health Insurance,1685040,SP400,6311,Life Insurance
BILL,Bill Holdings,Information Technology,Application Software,1786352,SP400,7372,Services-Prepackaged Software
BIO,Bio-Rad Laboratories,Health Care,Life Sciences Tools & Services,12208,SP400,3826,Laboratory Analytical Instruments
BJ,BJ's Wholesale Club,Consumer Staples,Consumer Staples Merchandise Retail,1531152,SP400,5331,Retail-Variety Stores
BKH,Black Hills Corporation,Utilities,Multi-Utilities,1130464,SP400,4911,Electric Services
BLD,TopBuild Corp.,Consumer Discretionary,Homebuilding,1633931,SP400,1700,Construction - Special Trade Contractors
BLKB,Blackbaud,Information Technology,Application Software,1280058,SP400,7372,Services-Prepackaged Software
BMRN,BioMarin Pharmaceutical,Health Care,Biotechnology,1048477,SP400,2834,Pharmaceutical Preparations
BRBR,BellRing Brands,Consumer Staples,Packaged Foods & Meats,1772016,SP400,2000,Food and Kindred Products
BRKR,Bruker,Health Care,Health Care Equipment,1109354,SP400,3826,Laboratory Analytical Instruments
BROS,Dutch Bros Inc.,Consumer Discretionary,Restaurants,1866581,SP400,5810,Retail-Eating & Drinking Places
BRX,Brixmor Property Group,Real Estate,Retail REITs,1581068,SP400,6798,Real Estate Investment Trusts
BSY,Bentley Systems,Information Technology,Application Software,1031308,SP400,7372,Services-Prepackaged Software
BURL,Burlington Stores,Consumer Discretionary,Apparel Retail,1579298,SP400,5311,Retail-Department Stores
BWA,BorgWarner,Consumer Discretionary,Automotive Parts & Equipment,908255,SP400,3714,Motor Vehicle Parts & Accessories
BWXT,BWX Technologies,Industrials,Aerospace & Defense,1486957,SP400,3510,Engines & Turbines
BYD,Boyd Gaming,Consumer Discretionary,Casinos & Gaming,906553,SP400,7011,Hotels & Motels
CACI,CACI International,Industrials,Diversified Support Services,16058,SP400,7373,Services-Computer Integrated Systems Design
CAR,Avis Budget Group,Industrials,Passenger Ground Transportation,723612,SP400,7510,Services-Auto Rental & Leasing (No Drivers)
CART,Maplebear Inc.,Consumer Staples,Food Retail,1579091,SP400,7389,"Services-Business Services, NEC"
CAVA,Cava Group,Consumer Discretionary,Restaurants,1639438,SP400,5812,Retail-Eating  Places
CBSH,Commerce Bancshares,Financials,Regional Banks,22356,SP400,6022,State Commercial Banks
CBT,Cabot Corp,Materials,Diversified Chemicals,16040,SP400,2890,Miscellaneous Chemical Products
CCK,Crown Holdings,Materials,Paper & Plastic Packaging Products & Materials,1219601,SP400,3411,Metal Cans
CDP,COPT Defense Properties,Real Estate,Office REITs,860546,SP400,6798,Real Estate Investment Trusts
CELH,Celsius Holdings,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,1341766,SP400,2086,Bottled & Canned Soft Drinks & Carbonated Waters
CFR,Frost Bank,Financials,Regional Banks,39263,SP400,6021,National Commercial Banks
CG,Carlyle Group,Financials,Asset Management & Custody Banks,1527166,SP400,6282,Investment Advice
CGNX,Cognex,Information Technology,Electronic Equipment & Instruments,851205,SP400,3823,"Industrial Instruments For Measurement, Display, and Control"
CHDN,Churchill Downs Inc.,Consumer Discretionary,Casinos & Gaming,20212,SP400,7948,"Services-Racing, Including Track Operation"
CHE,Chemed Corp.,Health Care,Health Care Services,19584,SP400,8082,Services-Home Health Care Services
CHH,Choice Hotels,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1046311,SP400,7011,Hotels & Motels
CHRD,Chord Energy,Energy,Oil & Gas Exploration & Production,1486159,SP400,1311,Crude Petroleum & Natural Gas
CHWY,Chewy,Consumer Discretionary,Other Specialty Retail,1766502,SP400,5961,Retail-Catalog & Mail-Order Houses
CLF,Cleveland-Cliffs,Materials,Steel,764065,SP400,1000,Metal Mining
CLH,Clean Harbors,Industrials,Environmental & Facilities Services,822818,SP400,4955,Hazardous Waste Management
CMC,Commercial Metals,Materials,Steel,22444,SP400,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)"
CNH,CNH Industrial,Industrials,Agricultural & Farm Machinery,1567094,SP400,3531,Construction Machinery & Equip
CNM,Core & Main,Industrials,Trading Companies & Distributors,1856525,SP400,5099,"Wholesale-Durable Goods, NEC"
CNO,CNO Financial Group,Financials,Life & Health Insurance,1224608,SP400,6321,Accident & Health Insurance
CNX,CNX Resources,Energy,Oil & Gas Exploration & Production,1070412,SP400,1311,Crude Petroleum & Natural Gas
CNXC,Concentrix,Industrials,Data Processing & Outsourced Services,1803599,SP400,7389,"Services-Business Services, NEC"
COKE,Coca-Cola Consolidated,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,317540,SP400,2086,Bottled & Canned Soft Drinks & Carbonated Waters
COLB,Columbia Banking System,Financials,Regional Banks,887343,SP400,6022,State Commercial Banks
COLM,Columbia Sportswear,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1050797,SP400,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl
COTY,Coty,Consumer Staples,Personal Care Products,1024305,SP400,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
CPRI,Capri Holdings,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1530721,SP400,3100,Leather & Leather Products
CR,Crane,Industrials,Industrial Machinery & Supplies & Components,1944013,SP400,3490,Miscellaneous Fabricated Metal Products
CRBG,Corebridge Financial,Financials,Asset Management & Custody Banks,1889539,SP400,6311,Life Insurance
CROX,Crocs,Consumer Discretionary,Footwear,1334036,SP400,3021,Rubber & Plastics Footwear
CRS,Carpenter Technology,Industrials,Industrial Machinery & Supplies & Components,17843,SP400,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)"
CRUS,Cirrus Logic,Information Technology,Semiconductors,772406,SP400,3674,Semiconductors & Related Devices
CSL,Carlisle Companies,Industrials,Industrial Conglomerates,790051,SP400,3060,"Fabricated Rubber Products, NEC"
CTRE,CareTrust REIT,Real Estate,Health Care REITs,1590717,SP400,6798,Real Estate Investment Trusts
CUBE,CubeSmart,Real Estate,Industrial REITs,1298675,SP400,6798,Real Estate Investment Trusts
CUZ,Cousins Properties,Real Estate,Office REITs,25232,SP400,6798,Real Estate Investment Trusts
CVLT,CommVault Systems,Information Technology,Systems Software,1169561,SP400,7372,Services-Prepackaged Software
CW,Curtiss-Wright,Industrials,Aerospace & Defense,26324,SP400,3590,Misc Industrial & Commercial Machinery & Equipment
CXT,Crane NXT,Information Technology,Electronic Equipment & Instruments,25445,SP400,3490,Miscellaneous Fabricated Metal Products
CYTK,Cytokinetics,Health Care,Biotechnology,1061983,SP400,2834,Pharmaceutical Preparations
DAR,Darling Ingredients,Consumer Staples,Agricultural Products & Services,916540,SP400,2070,Fats & Oils
DBX,Dropbox,Information Technology,Application Software,1467623,SP400,7372,Services-Prepackaged Software
DCI,Donaldson Company,Industrials,Industrial Machinery & Supplies & Components,29644,SP400,3564,Industrial & Commercial Fans & Blowers & Air Purifing Equip
DINO,HF Sinclair,Energy,Oil & Gas Refining & Marketing,1915657,SP400,4610,Pipe Lines (No Natural Gas)
DKS,Dick's Sporting Goods,Consumer Discretionary,Specialty Stores,1089063,SP400,5940,Retail-Miscellaneous Shopping Goods Stores
DLB,Dolby,Information Technology,Application Software,1308547,SP400,6794,Patent Owners & Lessors
DOCN,DigitalOcean,Information Technology,Internet Services & Infrastructure,1582961,SP400,7370,"Services-Computer Programming, Data Processing, Etc."
DOCS,Doximity,Health Care,Health Care Technology,1516513,SP400,7371,Services-Computer Programming Services
DOCU,Docusign,Information Technology,Application Software,1261333,SP400,7372,Services-Prepackaged Software
DT,Dynatrace,Information Technology,Application Software,1773383,SP400,7372,Services-Prepackaged Software
DTM,DT Midstream,Energy,Oil & Gas Storage & Transportation,1842022,SP400,4922,Natural Gas Transmission
DUOL,Duolingo,Consumer Discretionary,Education Services,1562088,SP400,7372,Services-Prepackaged Software
DY,Dycom Industries,Industrials,Construction & Engineering,67215,SP400,1623,"Water, Sewer, Pipeline, Comm & Power Line Construction"
EEFT,Euronet Worldwide,Financials,Transaction & Payment Processing Services,1029199,SP400,6099,"Functions Related To Depository Banking, NEC"
EGP,EastGroup Properties,Real Estate,Industrial REITs,49600,SP400,6798,Real Estate Investment Trusts
EHC,Encompass Health,Health Care,Health Care Facilities,785161,SP400,8060,Services-Hospitals
ELAN,Elanco,Health Care,Pharmaceuticals,1739104,SP400,2834,Pharmaceutical Preparations
ELF,e.l.f. Beauty,Consumer Staples,Personal Care Products,1600033,SP400,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
ELS,Equity Lifestyle Properties,Real Estate,Single-Family Residential REITs,895417,SP400,6798,Real Estate Investment Trusts
ENS,EnerSys,Industrials,Electrical Components & Equipment,1289308,SP400,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
ENSG,Ensign Group,Health Care,Health Care Facilities,1125376,SP400,8051,Services-Skilled Nursing Care Facilities
ENTG,Entegris,Information Technology,Semiconductor Materials & Equipment,1101302,SP400,3089,"Plastics Products, NEC"
EPR,EPR Properties,Real Estate,Other Specialized REITs,1045450,SP400,6798,Real Estate Investment Trusts
EQH,Equitable Holdings,Financials,Diversified Financial Services,1333986,SP400,6411,"Insurance Agents, Brokers & Service"
ESAB,ESAB,Industrials,Industrial Machinery & Supplies & Components,1877322,SP400,3569,"General Industrial Machinery & Equipment, NEC"
ESNT,Essent Group Ltd.,Financials,Commercial & Residential Mortgage Finance,1448893,SP400,6351,Surety Insurance
EVR,Evercore,Financials,Investment Banking & Brokerage,1360901,SP400,6282,Investment Advice
EWBC,East West Bancorp,Financials,Regional Banks,1069157,SP400,6022,State Commercial Banks
EXEL,Exelixis,Health Care,Biotechnology,939767,SP400,2836,"Biological Products, (No Diagnostic Substances)"
EXLS,EXL Service,Industrials,Data Processing & Outsourced Services,1297989,SP400,7389,"Services-Business Services, NEC"
EXP,Eagle Materials,Materials,Construction Materials,918646,SP400,3241,"Cement, Hydraulic"
EXPO,"Exponent, Inc.",Industrials,Research & Consulting Services,851520,SP400,8742,Services-Management Consulting Services
FAF,First American Financial Corporation,Financials,Property & Casualty Insurance,1472787,SP400,6361,Title Insurance
FBIN,Fortune Brands Innovations,Industrials,Building Products,1519751,SP400,2430,"Millwood, Veneer, Plywood, & Structural Wood Members"
FCFS,FirstCash,Financials,Consumer Finance,840489,SP400,5900,Retail-Miscellaneous Retail
FCN,FTI Consulting,Industrials,Research & Consulting Services,887936,SP400,8742,Services-Management Consulting Services
FFIN,First Financial Bankshares,Financials,Regional Banks,36029,SP400,6022,State Commercial Banks
FHI,Federated Hermes,Financials,Asset Management & Custody Banks,1056288,SP400,6282,Investment Advice
FHN,First Horizon,Financials,Regional Banks,36966,SP400,6021,National Commercial Banks
FIVE,Five Below,Consumer Discretionary,Specialty Stores,1177609,SP400,5331,Retail-Variety Stores
FLEX,Flex Ltd.,Information Technology,Electronic Manufacturing Services,866374,SP400,3672,Printed Circuit Boards
FLG,Flagstar Bank,Financials,Regional Banks,910073,SP400,6036,"Savings Institutions, Not Federally Chartered"
FLO,Flowers Foods,Consumer Staples,Packaged Foods & Meats,1128928,SP400,2000,Food and Kindred Products
FLR,Fluor,Industrials,Construction & Engineering,1124198,SP400,1600,Heavy Construction Other Than Bldg Const - Contractors
FLS,Flowserve,Industrials,Industrial Machinery & Supplies & Components,30625,SP400,3561,Pumps & Pumping Equipment
FN,Fabrinet,Information Technology,Electronic Manufacturing Services,1408710,SP400,3661,Telephone & Telegraph Apparatus
FNB,FNB Corporation,Financials,Regional Banks,37808,SP400,6021,National Commercial Banks
FND,Floor & Decor,Consumer Discretionary,Home Improvement Retail,1507079,SP400,5211,Retail-Lumber & Other Building Materials Dealers
FNF,Fidelity National Financial,Financials,Property & Casualty Insurance,1331875,SP400,6361,Title Insurance
FOUR,Shift4,Financials,Transaction & Payment Processing Services,1794669,SP400,7389,"Services-Business Services, NEC"
FR,First Industrial Realty Trust,Real Estate,Industrial REITs,921825,SP400,6798,Real Estate Investment Trusts
FTI,TechnipFMC,Energy,Oil & Gas Equipment & Services,1681459,SP400,3533,Oil & Gas Field Machinery & Equipment
G,Genpact,Industrials,Data Processing & Outsourced Services,1398659,SP400,8742,Services-Management Consulting Services
GAP,Gap Inc.,Consumer Discretionary,Apparel Retail,39911,SP400,5651,Retail-Family Clothing Stores
GATX,GATX,Industrials,Construction Machinery & Heavy Transportation Equipment,40211,SP400,4700,Transportation Services
GBCI,Glacier Bancorp,Financials,Regional Banks,868671,SP400,6022,State Commercial Banks
GEF,"Greif, Inc.",Materials,"Metal, Glass & Plastic Containers",43920,SP400,3412,"Metal Shipping Barrels, Drums, Kegs & Pails"
GGG,Graco Inc.,Industrials,Industrial Machinery & Supplies & Components,42888,SP400,3561,Pumps & Pumping Equipment
GHC,Graham Holdings,Consumer Discretionary,Education Services,104889,SP400,8200,Services-Educational Services
GLPI,Gaming and Leisure Properties,Real Estate,Other Specialized REITs,1575965,SP400,6798,Real Estate Investment Trusts
GME,GameStop,Consumer Discretionary,Computer & Electronics Retail,1326380,SP400,5734,Retail-Computer & Computer Software Stores
GMED,Globus Medical,Health Care,Health Care Equipment,1237831,SP400,3841,Surgical & Medical Instruments & Apparatus
GNTX,Gentex,Consumer Discretionary,Automotive Parts & Equipment,355811,SP400,3714,Motor Vehicle Parts & Accessories
GPK,Graphic Packaging,Materials,Paper & Plastic Packaging Products & Materials,1408075,SP400,2650,Paperboard Containers & Boxes
GT,Goodyear Tire & Rubber,Consumer Discretionary,Tires & Rubber,42582,SP400,3011,Tires & Inner Tubes
GTLS,Chart Industries,Industrials,Industrial Machinery & Supplies & Components,892553,SP400,3443,Fabricated Plate Work (Boiler Shops)
GWRE,Guidewire Software,Information Technology,Application Software,1528396,SP400,7372,Services-Prepackaged Software
GXO,GXO Logistics,Industrials,Air Freight & Logistics,1852244,SP400,4700,Transportation Services
H,Hyatt,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1468174,SP400,7011,Hotels & Motels
HAE,Haemonetics,Health Care,Health Care Supplies,313143,SP400,3841,Surgical & Medical Instruments & Apparatus
HALO,Halozyme,Health Care,Biotechnology,1159036,SP400,2836,"Biological Products, (No Diagnostic Substances)"
HGV,Hilton Grand Vacations,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1674168,SP400,7000,"Hotels, Rooming Houses, Camps & Other Lodging Places"
HIMS,Hims & Hers Health,Health Care,Health Care Services,1773751,SP400,8011,Services-Offices & Clinics of  Doctors of  Medicine
HL,Hecla Mining,Materials,Silver,719413,SP400,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels)
HLI,Houlihan Lokey,Financials,Investment Banking & Brokerage,1302215,SP400,6282,Investment Advice
HLNE,Hamilton Lane,Financials,Asset Management & Custody Banks,1433642,SP400,6282,Investment Advice
HOG,Harley-Davidson,Consumer Discretionary,Motorcycle Manufacturers,793952,SP400,3751,"Motorcycles, Bicycles & Parts"
HOMB,Home BancShares,Financials,Regional Banks,1331520,SP400,6022,State Commercial Banks
HQY,HealthEquity,Health Care,Managed Health Care,1428336,SP400,7389,"Services-Business Services, NEC"
HR,Healthcare Realty Trust,Real Estate,Health Care REITs,1360604,SP400,6798,Real Estate Investment Trusts
HRB,H&R Block,Consumer Discretionary,Specialized Consumer Services,12659,SP400,7200,Services-Personal Services
HWC,Hancock Whitney,Financials,Regional Banks,750577,SP400,6022,State Commercial Banks
HXL,Hexcel,Industrials,Aerospace & Defense,717605,SP400,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers"
IBOC,Intl Bancshares Corp,Financials,Regional Banks,315709,SP400,6022,State Commercial Banks
IDA,Idacorp,Utilities,Electric Utilities,1057877,SP400,4911,Electric Services
IDCC,InterDigital,Information Technology,Communications Equipment,1405495,SP400,6794,Patent Owners & Lessors
ILMN,"Illumina, Inc.",Health Care,Life Sciences Tools & Services,1110803,SP400,3826,Laboratory Analytical Instruments
INGR,Ingredion,Consumer Staples,Agricultural Products & Services,1046257,SP400,2040,Grain Mill Products
IPGP,IPG Photonics,Information Technology,Electronic Manufacturing Services,1111928,SP400,3674,Semiconductors & Related Devices
IRT,IRT Living,Real Estate,Multi-Family Residential REITs,1466085,SP400,6798,Real Estate Investment Trusts
ITT,ITT Inc.,Industrials,Industrial Machinery & Supplies & Components,216228,SP400,3561,Pumps & Pumping Equipment
JAZZ,Jazz Pharmaceuticals,Health Care,Pharmaceuticals,1232524,SP400,2834,Pharmaceutical Preparations
JEF,Jefferies,Financials,Multi-Sector Holdings,96223,SP400,6211,"Security Brokers, Dealers & Flotation Companies"
JHG,Janus Henderson,Financials,Asset Management & Custody Banks,1274173,SP400,6282,Investment Advice
JLL,Jones Lang LaSalle,Real Estate,Real Estate Services,1037976,SP400,6531,Real Estate Agents & Managers (For Others)
KBH,KB Home,Consumer Discretionary,Homebuilding,795266,SP400,1531,Operative Builders
KBR,"KBR, Inc.",Industrials,Diversified Support Services,1357615,SP400,1600,Heavy Construction Other Than Bldg Const - Contractors
KD,Kyndryl,Information Technology,IT Consulting & Other Services,1867072,SP400,7373,Services-Computer Integrated Systems Design
KEX,Kirby Corporation,Industrials,Marine Transportation,56047,SP400,4400,Water Transportation
KNF,Knife River Corporation,Materials,Construction Materials,1955520,SP400,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels)
KNSL,Kinsale Capital Group,Financials,Property & Casualty Insurance,1669162,SP400,6331,"Fire, Marine & Casualty Insurance"
KNX,Knight-Swift,Industrials,Cargo Ground Transportation,1492691,SP400,4213,Trucking (No Local)
KRC,Kilroy Realty Corp,Real Estate,Office REITs,1025996,SP400,6798,Real Estate Investment Trusts
KRG,Kite Realty Group Trust,Real Estate,Retail REITs,1286043,SP400,6798,Real Estate Investment Trusts
KTOS,Kratos Defense & Security Solutions,Industrials,Aerospace & Defense,1069258,SP400,3760,Guided Missiles & Space Vehicles & Parts
LAD,Lithia Motors,Consumer Discretionary,Automotive Retail,1023128,SP400,5500,Retail-Auto Dealers & Gasoline Stations
LAMR,Lamar Advertising Company,Real Estate,Other Specialized REITs,1090425,SP400,6798,Real Estate Investment Trusts
LEA,Lear,Consumer Discretionary,Automotive Parts & Equipment,842162,SP400,3714,Motor Vehicle Parts & Accessories
LECO,Lincoln Electric,Industrials,Industrial Machinery & Supplies & Components,59527,SP400,3540,Metalworkg Machinery & Equipment
LFUS,Littelfuse,Information Technology,Electronic Components,889331,SP400,3613,Switchgear & Switchboard Apparatus
LIVN,LivaNova,Health Care,Health Care Equipment,1639691,SP400,3845,Electromedical & Electrotherapeutic Apparatus
LNTH,Lantheus Holdings,Health Care,Health Care Supplies,1521036,SP400,2835,In Vitro & In Vivo Diagnostic Substances
LOPE,Grand Canyon Education,Consumer Discretionary,Education Services,1434588,SP400,8200,Services-Educational Services
LPX,Louisiana-Pacific,Materials,Forest Products,60519,SP400,2400,Lumber & Wood Products (No Furniture)
LSCC,Lattice Semiconductor,Information Technology,Semiconductors,855658,SP400,3674,Semiconductors & Related Devices
LSTR,Landstar System,Industrials,Cargo Ground Transportation,853816,SP400,4213,Trucking (No Local)
M,Macy's,Consumer Discretionary,Broadline Retail,794367,SP400,5311,Retail-Department Stores
MANH,Manhattan Associates,Information Technology,Application Software,1056696,SP400,7372,Services-Prepackaged Software
MASI,Masimo,Health Care,Health Care Equipment,937556,SP400,3845,Electromedical & Electrotherapeutic Apparatus
MAT,Mattel,Consumer Discretionary,Leisure Products,63276,SP400,3942,Dolls & Stuffed Toys
MEDP,Medpace,Health Care,Life Sciences Tools & Services,1668397,SP400,8731,Services-Commercial Physical & Biological Research
MIDD,Middleby,Industrials,Industrial Machinery & Supplies & Components,769520,SP400,3580,Refrigeration & Service Industry Machinery
MKSI,MKS Instruments,Information Technology,Semiconductor Materials & Equipment,1049502,SP400,3823,"Industrial Instruments For Measurement, Display, and Control"
MLI,Mueller Industries,Industrials,Industrial Machinery & Supplies & Components,89439,SP400,3350,Rolling Drawing & Extruding of  Nonferrous Metals
MMS,Maximus Inc.,Industrials,Data Processing & Outsourced Services,1032220,SP400,7389,"Services-Business Services, NEC"
MOG.A,Moog Inc.,Industrials,Aerospace & Defense,,SP400,,
MORN,"Morningstar, Inc.",Financials,Financial Exchanges & Data,1289419,SP400,6282,Investment Advice
MP,MP Materials,Materials,Diversified Metals & Mining,1801368,SP400,1000,Metal Mining
MSA,MSA Safety,Industrials,Office Services & Supplies,66570,SP400,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
MSM,MSC Industrial Direct,Industrials,Trading Companies & Distributors,1003078,SP400,5084,Wholesale-Industrial Machinery & Equipment
MTDR,Matador Resources,Energy,Oil & Gas Exploration & Production,1520006,SP400,1311,Crude Petroleum & Natural Gas
MTG,MGIC Investment Corporation,Financials,Reinsurance,876437,SP400,6351,Surety Insurance
MTN,Vail Resorts,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",812011,SP400,7990,Services-Miscellaneous Amusement & Recreation
MTSI,MACOM Technology Solutions,Information Technology,Semiconductors,1493594,SP400,3674,Semiconductors & Related Devices
MTZ,MasTec,Industrials,Construction & Engineering,15615,SP400,1623,"Water, Sewer, Pipeline, Comm & Power Line Construction"
MUR,Murphy Oil,Energy,Oil & Gas Exploration & Production,717423,SP400,1311,Crude Petroleum & Natural Gas
MUSA,Murphy USA,Consumer Discretionary,Automotive Retail,1573516,SP400,5500,Retail-Auto Dealers & Gasoline Stations
MZTI,The Marzetti Company,Consumer Staples,Packaged Foods & Meats,57515,SP400,2030,"Canned, Frozen & Preservd Fruit, Veg & Food Specialties"
NBIX,Neurocrine Biosciences,Health Care,Biotechnology,914475,SP400,2836,"Biological Products, (No Diagnostic Substances)"
NEU,NewMarket Corporation,Materials,Specialty Chemicals,1282637,SP400,2860,Industrial Organic Chemicals
NFG,National Fuel Gas,Utilities,Gas Utilities,70145,SP400,4924,Natural Gas Distribution
NJR,New Jersey Resources,Utilities,Gas Utilities,356309,SP400,4924,Natural Gas Distribution
NLY,Annaly Capital Management,Financials,Mortgage REITs,1043219,SP400,6798,Real Estate Investment Trusts
NNN,NNN Reit,Real Estate,Retail REITs,751364,SP400,6798,Real Estate Investment Trusts
NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,1021860,SP400,3533,Oil & Gas Field Machinery & Equipment
NOVT,Novanta,Information Technology,Electronic Equipment & Instruments,1076930,SP400,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
NSA,National Storage Affiliates Trust,Real Estate,Self-Storage REITs,1618563,SP400,6798,Real Estate Investment Trusts
NTNX,Nutanix,Information Technology,Systems Software,1618732,SP400,7372,Services-Prepackaged Software
NVST,Envista Holdings,Health Care,Health Care Supplies,1757073,SP400,3843,Dental Equipment & Supplies
NVT,nVent Electric plc,Industrials,Electrical Components & Equipment,1720635,SP400,3550,Special Industry Machinery (No Metalworking Machinery)
NWE,NorthWestern Energy,Utilities,Multi-Utilities,1993004,SP400,4931,Electric & Other Services Combined
NXST,Nexstar Media Group,Communication Services,Broadcasting,1142417,SP400,4833,Television Broadcasting Stations
NXT,Nextpower,Industrials,Electrical Components & Equipment,1852131,SP400,3674,Semiconductors & Related Devices
NYT,New York Times Company,Communication Services,Publishing,71691,SP400,2711,Newspapers: Publishing or  Publishing & Printing
OC,Owens Corning,Industrials,Building Products,1370946,SP400,3290,"Abrasive, Asbestos & Misc Nonmetallic Mineral Prods"
OGE,OGE Energy,Utilities,Multi-Utilities,1021635,SP400,4911,Electric Services
OGS,One Gas,Utilities,Gas Utilities,1587732,SP400,4924,Natural Gas Distribution
OHI,Omega Healthcare Investors,Real Estate,Health Care REITs,888491,SP400,6798,Real Estate Investment Trusts
OKTA,"Okta, Inc.",Information Technology,Application Software,1660134,SP400,7372,Services-Prepackaged Software
OLED,Universal Display,Information Technology,Semiconductors,1005284,SP400,3670,Electronic Components & Accessories
OLLI,Ollie's Bargain Outlet,Consumer Discretionary,Broadline Retail,1639300,SP400,5331,Retail-Variety Stores
OLN,Olin Corporation,Materials,Diversified Chemicals,74303,SP400,2800,Chemicals & Allied Products
ONB,Old National Bank,Financials,Regional Banks,707179,SP400,6021,National Commercial Banks
ONTO,Onto Innovation,Information Technology,Semiconductor Materials & Equipment,704532,SP400,3829,"Measuring & Controlling Devices, NEC"
OPCH,Option Care Health,Health Care,Health Care Facilities,1014739,SP400,8082,Services-Home Health Care Services
ORA,Ormat Technologies,Utilities,Renewable Electricity,1296445,SP400,4911,Electric Services
ORI,Old Republic International,Financials,Property & Casualty Insurance,74260,SP400,6351,Surety Insurance
OSK,Oshkosh,Industrials,Construction Machinery & Heavy Transportation Equipment,775158,SP400,3711,Motor Vehicles & Passenger Car Bodies
OVV,Ovintiv,Energy,Oil & Gas Exploration & Production,1792580,SP400,1311,Crude Petroleum & Natural Gas
OZK,Bank OZK,Financials,Regional Banks,1569650,SP400,,
PAG,Penske Automotive Group,Consumer Discretionary,Automotive Retail,1019849,SP400,5500,Retail-Auto Dealers & Gasoline Stations
PATH,UiPath,Information Technology,Systems Software,1734722,SP400,7372,Services-Prepackaged Software
PB,Prosperity Bancshares,Financials,Regional Banks,1068851,SP400,6022,State Commercial Banks
PBF,PBF Energy,Energy,Oil & Gas Refining & Marketing,1534504,SP400,2911,Petroleum Refining
PCTY,Paylocity,Industrials,Human Resource & Employment Services,1591698,SP400,7372,Services-Prepackaged Software
PEGA,Pegasystems,Information Technology,Application Software,1013857,SP400,7374,Services-Computer Processing & Data Preparation
PEN,"Penumbra, Inc.",Health Care,Health Care Equipment,1321732,SP400,3841,Surgical & Medical Instruments & Apparatus
PFGC,Performance Food Group,Consumer Staples,Food Distributors,1618673,SP400,5141,"Wholesale-Groceries, General Line"
PII,Polaris,Consumer Discretionary,Leisure Products,931015,SP400,3790,Miscellaneous Transportation Equipment
PINS,Pinterest,Communication Services,,1506293,SP400,7370,"Services-Computer Programming, Data Processing, Etc."
